,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,Target,Sub_Target
4974,7,0.41,0.75,521.25,25.52,198.32,12.3,0.7,8,0.3,2.48,0,0
4975,6.9,0.44,0.77,535.15,27.77,176.51,10.7,0.7,7.275,2.62,8.1,0,0
4976,7,0.37,0.84,583.9,24.28,210.72,17.3,0.74,6.68,0.36,2.18,0,3
4977,7,0.38,0.82,569.9,18.77,200.68,15.4,0.72,6.82,0.24,2.66,0,0
4978,6.9,0.4,0.83,576.85,17.26,242.42,12.5,0.68,6.78,0.28,2.12,0,1
4979,7,0.4,0.78,542.1,13.45,237.26,16.7,0.66,7.14,0.28,2.84,0,1
4980,7,0.41,0.76,528.2,12.76,236.33,13.8,0.7,7,0.34,2.9,0,1
4981,7.1,0.44,0.68,472.6,19.52,139.83,14.2,0.68,6.6,0.36,2.18,0,0
4982,7.2,0.38,0.66,458.7,18.01,142.14,11.9,0.7,7.44,0.4,2.22,0,0
4983,7.1,0.39,0.62,430.9,22.52,148.76,15.3,0.66,7.56,0.26,2.36,0,0
4984,7.2,0.17,0.52,361,10.51,201.11,10.7,0.7,6.62,0.36,1.18,0,0
4985,6.3,0.22,0.6,417,11.77,167.3,10.3,0.86,7.46,0.46,2.46,0,0
4986,6.8,0.22,0.52,361.4,10.5,203.1,11.4,0.94,7.28,0.38,2.38,0,0
4987,6.9,0.24,0.62,430.9,12.76,165.4,10.5,1.22,8.44,0.22,2.34,0,0
4988,7,0.24,0.56,389.2,14.3,197.2,11.1,0.78,8.36,0.48,2.28,0,0
4989,7,0.25,0.72,500.4,17.2,66.9,17.3,0.22,3.86,1.26,0.84,0,0
4990,6.4,0.24,0.9,625.5,8.25,33.2,19.2,0.28,8.42,0.34,0.36,0,3
4991,7.4,0.25,0.58,403.1,25.5,179.2,9.4,0.84,6.28,0.26,2.26,0,0
4992,7.5,0.26,0.66,458.7,18.01,267.2,16.6,0.76,6.46,0.42,2.58,0,1
4993,7.1,0.58,0.52,361.4,14.87,198.08,20.3,0.7,7.66,0.28,3.7,0,0
4994,7,0.68,0.56,389.2,13.46,204.15,19.6,0.68,6.72,0.3,3.18,0,0
4995,6.9,0.63,0.6,417,12.24,203.15,21.2,0.66,7.7,0.32,3.24,0,0
4996,6.8,0.67,0.54,375.3,19.28,217.17,19.9,0.7,7.14,0.28,2.36,0,0
4997,6.8,0.63,0.59,410.05,17.4,207.14,22.1,0.72,6.18,0.3,2.24,0,0
4998,7,0.55,0.62,430.9,13.26,202.12,17.4,0.7,6.64,0.3,3.14,0,0
4999,7,0.59,0.58,403.1,18.22,204.16,13.9,0.7,6.84,0.3,3.18,0,0
5000,7.1,0.76,0.51,354.45,15.4,178.12,19.4,0.68,7.18,0.38,3.22,0,0
5001,7.2,0.33,0.95,659.9,18.27,136.2,2.02,0.76,6.22,0.38,2.48,0,3
5002,7.1,0.25,0.91,631.06,19.52,128.2,1.37,0.68,6.36,0.26,2.96,0,3
5003,7,0.29,0.81,560.1,20.27,128.6,1.12,0.66,7.48,0.28,2.72,0,0
5004,6.9,0.36,0.87,606.04,15.76,134.6,8.83,0.7,7.7,0.24,2.66,0,3
5005,6.9,0.42,0.85,589.36,14.26,136,4.83,0.74,7.06,0.32,2.74,0,3
5006,7.1,0.25,0.81,565.73,21.02,140.2,4.52,0.76,6.68,0.36,2.32,0,0
5007,7.2,0.27,0.82,571.29,21.77,132.7,5.68,0.76,6.84,0.3,2.48,0,0
5008,7.1,0.24,0.83,581.02,23.27,135.2,5.25,0.78,6.92,0.28,2.9,0,0
5009,7,0.3,0.84,583.8,17.26,131.15,13.15,0.68,7.14,0.3,2.46,0,3
5010,7,0.24,0.89,619.94,26.27,138,2.24,0.7,7.22,0.32,2.58,0,3
5011,6.9,0.35,0.88,614.38,14.26,130.26,7.45,0.72,7.26,0.28,2.46,0,3
5012,6.9,0.51,0.8,561.56,18.01,128.1,12.02,0.84,8.32,0.26,2.72,0,0
5013,7.1,0.48,0.81,568.51,22.52,133.59,11.23,0.86,6.74,0.3,2.84,0,0
5014,7.3,0.38,0.86,608.87,12.76,138.2,2.64,0.82,6.98,0.32,2.32,0,3
5015,7.2,0.38,0.85,593.53,13.51,128.7,6.24,0.84,7.14,0.26,2.3,0,3
5016,7.1,0.3,0.86,599.09,22.51,182.1,9.25,0.86,7.84,0.3,2.38,0,3
5017,7,0.43,0.83,579.63,15.76,135.15,9.45,0.76,7.36,0.3,2.46,0,0
5018,7.1,0.44,0.84,586.58,25.52,138.6,14.02,0.74,7.32,0.28,2.52,0,3
5019,6.9,0.41,0.9,626.84,27.77,130.7,8.32,0.76,7.48,0.28,2.48,0,3
5020,7,0.5,0.91,633.84,17.26,134.04,1.98,0.76,7.46,0.3,2.46,0,3
5021,7.4,0.86,0.52,361,14.26,169.57,8.62,0.56,4.48,0.48,1.12,0,0
5022,7.1,0.67,0.56,389,10.51,103.27,9.05,0.52,6.36,0.22,0.88,0,0
5023,7.5,0.78,0.52,361,9,197.23,8.62,0.78,6.24,0.2,0.7,0,0
5024,8,0.16,0.48,333.6,10.51,463.2,9,0.6,7.42,0.26,1.94,0,1
5025,7.4,0.23,0.5,347.5,9.76,259.2,7.5,0.64,7.62,0.4,1.42,0,1
5026,7.5,0.24,0.56,389.2,10.51,250.31,13,0.66,7.56,0.42,1.64,0,1
5027,7.6,0.24,0.48,333.6,11.26,369.4,15.6,0.7,9.44,0.28,1.88,0,1
5028,7,0.27,0.62,430.9,11.26,167.2,13.3,0.7,7.3,0.34,2.56,0,0
5029,7.3,0.28,0.56,389.2,8.25,287.1,12.2,0.84,7.4,0.44,2.86,0,1
5030,7.4,0.28,0.6,417,19.52,167.5,9.65,0.88,7.38,0.26,2.52,0,0
5031,7.6,0.29,0.54,375.3,14.26,237.1,14.4,1.22,7.54,0.48,2.42,0,1
5032,7.7,0.24,0.64,444.8,15,167.2,16.5,1.24,7.52,0.22,2.82,0,0
5033,8,0.23,0.7,486.5,17.26,287.3,17.1,1.18,6.48,0.38,2.36,0,1
5034,6.9,0.23,0.66,458.7,23.1,167.2,16.6,1.36,7.56,0.32,2.86,0,0
5035,6.8,0.24,0.62,430.9,24,172.1,12.4,1.38,6.2,0.34,2.74,0,0
5036,6.7,0.25,0.56,389.2,16.27,169.4,11.5,1.26,7.34,0.26,2.82,0,0
5037,6.8,0.26,0.64,444.8,12.76,287.1,12.2,1.32,7.78,0.22,2.64,0,1
5038,6.9,0.24,0.7,486.5,14.2,167.3,11.5,1.3,7.62,0.46,2.86,0,0
5039,6.9,0.77,0.52,361.4,15.52,202.02,29.8,0.68,7.3,0.42,2.74,0,0
5040,7.1,0.68,0.54,375.3,15.72,214.15,21.3,0.64,7.16,0.36,2.86,0,0
5041,6.9,0.57,0.58,403.1,13.62,215.15,29.95,0.72,7.82,0.42,2.9,0,0
5042,7.1,0.43,0.52,361.4,11.22,167.5,23.94,0.72,7.36,0.28,3.12,0,0
5043,7.1,0.15,0.96,670.32,11.36,137.81,14.6,0.72,7.44,0.48,2.36,0,3
5044,7.2,0.15,0.8,557.38,10.57,142.43,20.2,0.68,7.58,0.44,2.4,0,0
5045,6,0.18,1.11,774.57,12.76,128.43,24.6,0.7,7.3,0.38,3.16,0,3
5046,7.4,0.18,1.01,704.57,13.51,131.3,23.7,0.74,7.18,0.4,2.28,0,3
5047,6.5,0.16,1.12,785,18.05,143.29,24.2,0.76,6.26,0.34,2.34,0,3
5048,6,0.17,0.73,508.74,19.52,147.27,18.9,0.78,7.28,0.36,2.4,0,0
5049,6.2,0.17,0.65,451.4,9.76,171.19,20.2,0.72,7.34,0.42,2.42,0,0
5050,7.8,0.16,0.85,589.36,20.22,126.31,22.6,0.68,6.56,0.34,2.82,0,3
5051,7.9,0.16,0.87,607.77,22.51,122.21,14.2,0.64,6.16,0.36,2.44,0,3
5052,7.3,0.12,1.12,777.1,15.01,137.87,18.4,0.74,7.34,0.28,2.18,0,3
5053,7.2,0.12,1.4,973.69,15.76,139.43,18.9,0.42,8.18,0.32,2.24,0,3
5054,7,0.12,1.01,703.34,21.02,150.64,20.2,0.68,2.36,4.1,0.34,0,3
5055,7.3,0.17,1.01,706.12,16.5,147.72,24.7,0.68,7.52,0.28,2.4,0,3
5056,6.6,0.18,0.95,656.77,12.01,151.71,20.8,0.66,7.56,0.3,2.38,0,3
5057,6.2,0.18,0.86,596.31,14.26,152.67,21.4,0.68,7.18,0.32,2.42,0,3
5058,6,0.19,1.01,706.13,15.76,144.59,19.6,0.7,6.64,0.34,2.38,0,3
5059,6.4,0.11,1.11,774.23,17.36,146.4,20.6,0.64,7.36,0.34,2.4,0,3
5060,6.5,0.12,0.99,689.44,20.27,129.42,14.2,0.66,7.42,0.32,2.42,0,3
5061,6.8,0.13,1.1,770.06,21.02,130.64,17.6,0.74,7.56,0.36,2.24,0,3
5062,7.1,0.19,1.2,836.78,14.26,149.43,20.6,0.66,7.48,0.36,2.16,0,3
5063,7.2,0.19,1.1,765.89,15.76,163.62,29.2,0.68,7.56,0.28,2.84,0,3
5064,6.8,0.14,1.21,842.34,17.26,181.17,18.4,0.7,6.6,0.26,2.36,0,3
5065,6.9,0.14,0.9,626.89,19.52,172.04,14.6,0.7,6.68,0.3,2.24,0,3
5066,7,0.13,0.81,566.07,11.26,136.18,12.4,0.76,6.7,0.32,2.28,0,0
5067,7.7,0.23,0.54,375.3,25.52,169.3,17.67,0.6,7.26,0.36,1.12,0,0
5068,7.6,0.28,0.6,417,28.53,163.5,20.12,0.64,6.34,0.54,1.26,0,0
5069,7.8,0.26,0.58,403.1,25.52,157.3,20.27,0.72,6.36,0.48,1.28,0,0
5070,7.7,0.28,0.52,361.4,27.77,167.3,16.22,0.68,6.16,0.42,1.32,0,0
5071,7.8,0.24,0.62,430.9,36.03,195.6,11.25,0.64,6.76,0.58,1.3,0,0
5072,7.9,0.24,0.66,458.7,25.52,267.3,15.65,0.72,6.56,0.36,1.46,0,1
5073,8,0.27,0.56,389.2,27.77,363.1,17.62,0.64,6.62,0.3,1.44,0,1
5074,7.8,0.28,0.6,417,30.78,267.2,14.14,0.62,6.46,0.52,1.34,0,1
5075,7.6,0.24,0.68,472.6,28.53,156.02,28.8,0.78,6.4,0.46,1.32,0,0
5076,7.6,0.23,0.58,403.1,6.75,193.5,10.45,0.62,6.2,0.38,1.34,0,0
5077,7.4,0.26,0.7,486.5,26.27,169.2,24.5,0.64,7.42,0.46,1.12,0,0
5078,7.5,0.28,0.66,458.7,25.52,158.5,21,0.68,7.12,0.38,1.76,0,0
5079,7.3,0.25,0.68,472.6,27.77,267.2,17.62,0.72,8.16,0.52,1.48,0,1
5080,7.2,0.27,0.75,514.3,39.29,293.1,15.95,0.76,6.42,0.5,1.24,0,1
5081,7.5,0.21,0.72,500.4,34.53,267.2,24.23,0.66,6.12,0.36,1.42,0,1
5082,7.3,0.28,0.75,521.25,25.52,151.53,21.2,0.74,6.48,0.42,1.46,0,0
5083,7.5,0.24,0.6,417,29.28,193.2,12.26,0.62,6.56,0.44,1.62,0,0
5084,7.4,0.15,0.68,472.6,26.27,167.2,13.45,0.6,7.52,0.32,1.68,0,0
5085,7.3,0.18,0.74,514.3,30.78,159.2,11.22,0.78,7.58,0.36,1.54,0,0
5086,7.1,0.14,0.75,521.25,27.77,193.2,14.6,0.64,7.46,0.58,1.52,0,0
5087,7.2,0.15,0.72,500.4,26.27,267.2,19.2,0.72,6.76,0.5,1.18,0,1
5088,8,0.18,0.66,458.7,9,200.92,24.2,0.6,7.44,0.76,1.64,0,0
5089,7.9,0.14,0.7,486.5,9.76,285.11,13.42,0.76,6.72,0.62,1.6,0,1
5090,7.8,0.18,0.6,417,8.25,211.03,14.4,0.7,6.5,0.32,1.36,0,0
5091,7.6,0.17,0.62,430.9,6,193.2,21.23,0.78,6.48,0.34,1.38,0,0
5092,7.3,0.15,0.58,403.1,6.75,202.05,14.65,0.62,6.18,0.46,1.58,0,0
5093,6.8,0.77,0.57,396.15,13.22,169.1,11.68,0.62,6.68,0.28,2.32,0,0
5094,6.8,0.77,0.57,396.15,13.22,169.1,11.68,0.62,6.68,0.28,2.32,0,0
5095,7.5,0.68,0.51,354.45,11.52,176.3,5.11,0.76,7.76,0.44,2.74,0,0
5096,7.5,0.68,0.51,354.45,11.52,176.3,5.11,0.76,7.76,0.44,2.74,0,0
5097,7.7,0.78,0.5,347.5,15.2,287.5,11.74,0.6,6.72,0.4,2.18,0,1
5098,7.7,0.78,0.5,347.5,15.2,287.5,11.74,0.6,6.72,0.4,2.18,0,1
5099,7.8,0.71,0.52,361.4,20.86,167.3,18.54,0.82,6.56,0.24,3.42,0,0
5100,7.8,0.71,0.52,361.4,20.86,167.3,18.54,0.82,6.56,0.24,3.42,0,0
5101,7,0.76,0.52,361.4,18.52,220.22,10.78,0.64,6.38,0.46,2.24,0,0
5102,7,0.76,0.52,361.4,18.52,220.22,10.78,0.64,6.38,0.46,2.24,0,0
5103,6.9,0.74,0.54,375.3,11.24,167.3,5.11,0.6,6.26,0.46,2.56,0,0
5104,6.9,0.74,0.54,375.3,11.24,167.3,5.11,0.6,6.26,0.46,2.56,0,0
5105,6.9,0.69,0.64,445,24.02,263.97,9.05,0.7,6.6,0.4,2.14,0,1
5106,7.1,0.7,0.65,451,21,297.12,16.3,0.72,8.18,0.42,2.36,0,1
5107,7.3,0.68,0.74,514,15.01,387.24,15.9,0.66,7.7,0.44,240,0,1
5108,6.7,0.26,0.66,458.7,7.5,179.3,11,0.78,7.14,0.86,1.68,0,0
5109,6.4,0.27,0.58,403.1,9.76,169.2,12.92,0.82,8.26,0.62,1.86,0,0
5110,6.5,0.26,0.54,375.3,9,227.3,14.5,0.86,8.26,0.62,1.86,0,0
5111,6.7,0.27,0.6,417,10.51,276.9,17,0.94,7.24,0.72,1.82,0,1
5112,6.4,0.27,0.64,444.8,9,153.2,7.65,0.66,7.68,0.68,2.3,0,0
5113,6.5,0.25,0.74,514.3,7.5,169.5,8.65,0.9,9.32,0.64,1.72,0,0
5114,7,0.27,0.65,430.9,9.76,159.1,12.4,0.84,9.36,0.76,1.76,0,0
5115,6.6,0.27,0.54,375.3,10.51,276.3,11.2,0.76,7.6,0.66,1.66,0,1
5116,6.7,0.28,0.56,389.2,9.76,157.2,7.75,0.72,7.68,0.84,1.6,0,0
5117,6.4,0.27,0.51,361.4,9,129.3,10.5,0.84,8.26,0.78,1.76,0,0
5118,6.7,0.27,0.6,417,7.5,163.2,9.05,0.8,8.78,0.86,2.2,0,0
5119,6.9,0.28,0.52,361.4,11.26,135.2,7.6,0.82,8.44,0.78,2.66,0,0
5120,6.6,0.26,0.7,486.5,8.25,167.2,7.75,0.78,6.68,0.82,2.18,0,0
5121,6.9,0.29,0.72,500.4,7.5,129.2,8.62,1.24,9.62,0.86,1.54,0,0
5122,6.7,0.29,0.68,472.6,11.26,147.6,9.05,0.84,10.44,0.76,2.24,0,0
5123,6.7,0.26,0.75,521.25,9,133.3,12.04,0.68,7.6,0.8,1.64,0,0
5124,6.8,0.26,0.66,458.7,7.5,147.2,14.2,0.72,7.24,0.72,1.52,0,0
5125,6.6,0.24,0.56,389.2,6,163.1,9.48,0.66,7.28,0.54,1.88,0,0
5126,7,0.27,0.62,430.9,9,157.1,14.5,0.76,6.64,0.48,1.6,0,0
5127,6.8,0.27,0.75,521.25,7.5,219.2,11.2,0.86,7.42,0.62,1.86,0,0
5128,6.4,0.25,0.74,514.3,9,213,14,0.92,6.62,0.66,1.78,0,0
5129,6.3,0.26,0.7,486.5,9.76,169.2,11.5,0.9,6.54,0.64,1.64,0,0
5130,6.9,0.24,0.62,430.9,11.26,123.5,12.5,0.84,7.14,0.68,1.26,0,0
5131,6.7,0.25,0.58,403.1,7.5,147.1,10.7,0.68,7.46,0.62,1.22,0,0
5132,6.9,0.52,0.71,493.45,14.66,200.1,13.6,0.7,7.7,0.28,2.64,0,0
5133,6.8,0.6,0.62,430.9,13.56,200.3,13.7,0.7,7.7,0.28,2.84,0,0
5134,6.8,0.57,0.54,375.3,9.68,300.3,9.6,0.66,8.24,0.34,2.86,0,1
5135,6.8,0.62,0.62,430.9,11.66,206.2,13.36,0.68,6.82,0.34,2.92,0,0
5136,6.8,0.64,0.65,451.75,14.6,169.2,10.68,0.68,6.84,0.42,2.9,0,0
5137,6.9,0.63,0.56,389.2,13.52,169.2,16.68,0.7,7.76,0.8,2.34,0,0
5138,6.9,0.54,0.51,354.45,13.58,176.2,9.58,0.7,9.1,0.4,2.84,0,0
5139,7.6,0.12,0.95,659.9,8.25,200.92,18.4,0.7,7.5,0.28,3.42,0,3
5140,7.4,0.13,0.91,631.06,10.51,169.49,13.9,0.72,6.48,0.3,2.36,0,3
5141,7.2,0.14,1.43,993.5,9.76,222.25,16.3,0.64,6.66,0.32,2.28,0,3
5142,7,0.14,1.2,835.39,11.26,171.17,19.9,0.66,7.14,0.26,2.84,0,3
5143,7.1,0.14,1.31,911.87,12.76,197.84,20.6,0.66,8.84,0.28,2.8,0,3
5144,7.3,0.17,1.02,706.12,13.45,199.18,12.2,0.66,7.78,0.3,2.76,0,3
5145,7.4,0.17,0.98,679.81,23.27,181.32,18.6,0.68,7.64,0.3,2.66,0,3
5146,7.5,0.15,0.8,557.39,16.51,183.46,18.3,0.64,7.66,0.32,2.64,0,0
5147,7,0.13,1.15,796.47,15.76,163.41,14.4,0.68,7.14,0.3,2.16,0,3
5148,7.4,0.15,1.01,700.56,20.27,189.7,14.9,0.64,7.28,0.28,2.48,0,3
5149,7.6,0.18,1.09,755.81,17.26,173.74,15.6,0.68,7.2,0.26,2.72,0,3
5150,7.9,0.19,0.8,558.78,21.77,191.83,16.3,0.7,7.76,0.26,2.76,0,0
5151,6.2,0.19,0.92,641.11,23.27,177.87,17.9,0.66,7.68,0.24,2.66,0,3
5152,6.4,0.19,0.83,574.07,20.27,179.86,18.9,0.64,7.66,0.3,2.64,0,0
5153,6.5,0.19,1.38,957.01,24.02,120.1,19.6,0.66,7.28,0.28,2.36,0,3
5154,6.7,0.19,1.29,893.77,17.26,124.23,20.4,0.66,7.14,0.28,2.34,0,3
5155,6.6,0.12,1.23,852.76,18.01,147.37,25.4,0.68,7.66,0.4,2.62,0,3
5156,6.2,0.12,1.2,836.78,16.51,137.53,23.2,0.72,7.84,0.36,2.6,0,3
5157,6.8,0.13,1.25,870.48,12.01,129.19,24.2,0.7,7.86,0.34,2.48,0,3
5158,6.9,0.13,0.98,679.71,15.76,139.93,19.9,0.74,7.78,0.3,2.56,0,3
5159,7.8,0.19,1.21,839.21,17.26,153.37,17.6,0.7,7.94,0.32,2.52,0,3
5160,7,0.18,1.24,922.96,18.01,166.13,16.2,0.72,7.14,0.28,2.48,0,3
5161,7.2,0.14,1.28,886.82,16.51,142.17,18.6,0.7,7.36,0.26,2.46,0,3
5162,7.4,0.16,1,692.22,19.52,152.53,19.2,0.68,7.42,0.28,2.5,0,3
5163,7.5,0.24,0.68,472.6,24.02,169.5,8.65,0.72,7.62,0.26,2.42,0,0
5164,6.9,0.24,0.76,528.2,21,153.7,10.25,0.7,10.36,0.28,1.84,0,0
5165,6.8,0.24,0.7,486.5,24.77,163.2,9.25,0.68,7.18,0.32,1.92,0,0
5166,6.6,0.24,0.64,444.8,14.26,203.1,10.25,0.64,9.36,0.34,2.1,0,0
5167,7,0.26,0.6,417,18.01,197.3,11.35,0.68,8.28,0.36,1.86,0,0
5168,7.3,0.22,0.72,500.4,12.01,287.5,13.3,0.64,7.58,0.4,2.12,0,1
5169,7.1,0.24,0.75,521.25,22.52,199.3,14.6,0.68,7.16,0.34,1.78,0,0
5170,7.4,0.23,0.74,514.3,24.02,127.1,19.25,0.7,7.12,0.32,1.8,0,0
5171,7.5,0.26,0.76,528.2,17.26,153.5,24.2,0.72,8.6,0.36,2.1,0,0
5172,7.9,0.24,0.68,472.6,23.27,197.2,13.65,0.64,8.14,0.38,2.248,0,0
5173,7.8,0.23,0.78,542.1,20.27,203.5,17.85,0.66,9.88,0.4,1.8,0,0
5174,7.7,0.22,0.7,486.5,14.26,226.1,8.45,0.68,8.62,0.26,1.82,0,0
5175,7.8,0.21,0.68,472.6,15.01,203.5,7.75,0.7,7.12,0.28,1.86,0,0
5176,7.6,0.21,0.62,430.9,22.52,276.6,6.65,0.72,6.36,0.3,1.78,0,1
5177,7.5,0.27,0.6,417,24.02,197.5,8.45,0.68,7.42,0.36,1.74,0,0
5178,7.8,0.24,0.72,500.4,24.77,203.6,10.25,0.66,7.16,0.38,1.72,0,0
5179,7.9,0.25,0.74,514.3,19.52,263.5,13.65,0.64,8.56,0.26,1.86,0,1
5180,7.8,0.74,0.52,361.4,16.94,279.3,10.74,0.7,6.18,0.42,2.72,0,1
5181,7.8,0.68,0.56,389.2,22.12,167.4,17.21,0.72,6.62,0.4,2.72,0,0
5182,7.7,0.69,0.58,403.1,20.76,237.2,16.23,0.74,6.84,0.32,3.14,0,1
5183,7.7,0.65,0.57,396.15,18.84,169.4,12.75,0.76,6.96,0.34,3.22,0,0
5184,7.8,0.72,0.49,340.55,21.24,291.2,27.8,0.74,7.26,0.42,3.36,0,1
5185,7.7,0.68,0.59,410.65,17.36,297.6,16.8,0.68,6.68,0.36,2.84,0,1
5186,7.8,0.68,0.64,444.8,14.78,169.3,18.7,0.68,6.36,0.4,2.86,0,0
5187,7.9,0.72,0.5,347.5,26.76,301.7,19.5,0.7,6.64,0.36,3.14,0,1
5188,7.8,0.72,0.65,451.75,24.3,297.3,20.3,0.72,7.36,0.34,4.64,0,1
5189,7.8,0.73,0.57,396.15,21.78,367.5,12.75,0.7,9.72,0.32,3.36,0,1
5190,7.7,0.79,0.69,479.55,25.1,297.2,19.5,0.68,8.18,0.34,3.4,0,1
5191,7.8,0.79,0.67,465.65,22.64,269.3,29.2,0.66,6.22,0.28,4.42,0,1
5192,7.7,0.7,0.7,486.5,18.32,301.2,18.7,0.68,6.34,0.3,3.18,0,1
5193,7.7,0.72,0.54,375.3,23.27,169.4,12.9,0.66,7.18,0.32,4.22,0,0
5194,7.7,0.83,0.59,410.05,20.78,823.6,11.3,0.68,7.06,0.28,4.24,0,1
5195,7.8,0.74,0.62,430.09,25.64,169.3,15.8,0.7,7.92,0.34,3.36,0,0
5196,7.7,0.79,0.63,437.85,22.6,267.3,17.2,0.72,7.22,0.34,3.48,0,1
5197,7.7,0.71,0.67,465.65,20.64,167.3,21.3,0.7,6.24,0.36,3.46,0,0
5198,7.8,0.72,0.7,486.5,19.76,193.4,16.9,0.72,6.36,0.4,3.18,0,0
5199,7.7,0.78,0.71,493.45,18.6,287.2,16.7,0.7,6.34,0.42,2.68,0,1
5200,6.6,0.17,0.52,361.4,19.65,117.86,21.3,0.66,7.42,0.4,1.92,0,0
5201,7.3,0.19,0.5,347.5,29.28,210.2,30.4,0.66,7.2,0.32,1.72,0,0
5202,7.4,0.18,0.6,417,27.26,208.18,29.7,0.64,6.18,0.34,1.96,0,0
5203,7.6,0.19,0.62,430.9,26.41,224.22,27.9,0.66,6.2,0.4,1.68,0,0
5204,7.7,0.19,0.73,507.35,16.3,212.18,26.8,0.64,6.18,0.36,1.7,0,0
5205,7.3,0.19,0.77,500.4,23.7,210.18,18.7,0.66,6.64,0.4,1.64,0,0
5206,7.2,0.2,0.72,500.4,17.3,234.38,17.9,0.66,6.52,0.44,1.66,0,1
5207,6.9,0.2,0.58,403.1,21,176.2,12.2,1.34,6.56,0.36,2.44,0,0
5208,7,0.2,0.52,361.4,11.26,283.5,14.4,0.84,6.78,0.44,2.34,0,1
5209,7.2,0.21,0.56,389.2,18.01,167.2,10.2,0.78,6.86,0.52,2.36,0,0
5210,7.8,0.14,0.52,361.4,15.01,287.1,13.2,0.64,6.28,0.26,2.42,0,1
5211,7.9,0.14,0.66,458.7,12.01,293.6,16.5,0.86,6.56,0.32,2.44,0,1
5212,6.8,0.16,0.58,403.1,19.52,296.3,13.3,0.82,7.14,0.28,2.84,0,1
5213,7.4,0.18,0.54,375.3,17.26,296.6,10.23,0.66,8.18,0.32,2.74,0,1
5214,8,0.2,0.56,389.2,11.26,267.3,19,0.68,7.36,0.28,2.72,0,1
5215,7.1,0.18,0.5,347.5,18.01,239.3,17.85,0.66,6.36,0.34,2.86,0,1
5216,7.3,0.24,0.56,389.2,9.76,263.6,12.01,1.24,6.34,0.36,2.76,0,1
5217,6.7,0.17,0.52,361.4,8.25,376.2,12.9,0.64,9.36,0.36,2.14,0,1
5218,7.1,0.54,0.5,347.5,17.34,287.4,5.77,0.68,9.24,0.3,2.96,0,1
5219,7.2,0.68,0.52,361.4,18.52,363.2,6.12,0.66,9.84,0.32,3.1,0,1
5220,7.8,0.26,0.54,375.3,12.76,169.2,19.6,0.76,9.26,0.4,1.44,0,0
5221,6.5,0.17,0.6,417,9,157.3,14.4,0.66,8.24,0.46,1.72,0,0
5222,6.7,0.17,0.5,347.5,7.5,269.3,13.5,0.62,7.14,0.42,1.84,0,1
5223,7,0.17,0.56,389.2,9.76,127.3,3.65,0.64,7.36,0.36,1.84,0,0
5224,7.8,0.18,0.58,403.1,8.25,158.4,21,0.66,7.16,0.32,1.72,0,0
5225,6.9,0.17,0.62,430.9,9.76,263.2,25.9,0.66,7.36,0.28,1.84,0,1
5226,6.5,0.17,0.54,375.3,9.76,197.4,30,0.64,8.04,0.32,1.62,0,0
5227,7,0.17,0.56,389.2,7.5,169.4,17.7,0.68,7.28,0.34,1.86,0,0
5228,7.8,0.18,0.66,458.7,9,276.3,18.4,0.7,7.14,0.32,1.8,0,1
5229,7.2,0.53,0.62,465.65,23.7,176.4,13.06,0.68,7.42,0.4,2.72,0,0
5230,7.1,0.51,0.63,430.9,24.64,287.3,4.48,0.66,7.84,0.38,2.94,0,1
5231,7.2,0.6,0.58,375.3,19.65,197.6,5.77,0.72,8.9,0.34,3.42,0,0
5232,7.2,0.56,0.56,403.1,18.24,199.2,12.75,0.7,7.74,0.36,3.48,0,0
5233,7.1,0.59,0.67,486.5,15.99,587.6,6.81,0.72,7.36,0.3,3.86,0,1
5234,7.1,0.47,1.01,361.4,21.02,297.6,9.05,0.76,7.48,0.3,3.44,0,1
5235,7.1,0.62,0.79,562.95,23.4,369.5,21.55,0.74,7.1,0.34,2.86,0,1
5236,7.3,0.68,0.55,382.25,17.44,169.3,5.17,0.72,7.36,0.3,3.12,0,0
5237,7.2,0.69,0.6,417,19.48,296.5,7.32,0.72,8.16,0.32,3.04,0,1
5238,7,0.65,0.61,423.95,35.4,241.33,20.2,0.76,7.14,0.36,2.7,0,1
5239,6.9,0.82,0.57,396.15,25.1,233.42,18.7,0.78,6.88,0.4,2.74,0,1
5240,6.9,0.88,0.75,500.4,23.27,213.27,14.5,0.74,7.32,0.3,2.62,0,0
5241,6.9,0.76,0.58,403.1,32.4,204.29,17.9,0.76,7.42,0.42,2.66,0,0
5242,7.1,0.95,0.53,368.35,25.7,201.37,31.3,0.78,7.7,0.4,2.64,0,0
5243,7.2,0.52,0.27,507.35,19.52,136.54,17.2,0.74,8.48,0.3,2.54,0,0
5244,7.1,0.65,0.73,493.45,23.2,199.8,16.8,0.76,7.62,0.32,2.48,0,0
5245,7.2,0.66,0.7,486.5,9.7,127.3,22.9,0.64,7.86,0.3,3.42,0,0
5246,7,0.34,0.57,396.15,18.01,182.77,11.7,0.64,7.22,0.28,2.9,0,0
5247,7,0.37,0.59,410.05,20.27,178.81,13.8,0.7,7.48,0.32,3.1,0,0
5248,7.1,0.41,0.41,384.95,18.77,172.97,17.2,0.72,7.26,0.34,3,0,0
5249,7.4,0.5,0.6,417,11.62,206.6,13.62,0.68,8.42,0.24,2.54,0,0
5250,7.6,0.46,0.52,361.4,20.76,169.4,10.48,0.68,8.4,0.28,2.56,0,0
